"city","state_name","id"
"Montrose-Ghent","Ohio","1840073767"
"Minot AFB","North Dakota","1840073766"
"Manitou Beach-Devils Lake","Michigan","1840073765"
"Level Park-Oak Park","Michigan","1840073764"
"Grissom AFB","Indiana","1840073761"
"Granville South","Ohio","1840073760"
"Grand Forks AFB","North Dakota","1840073759"
"Fort Riley","Kansas","1840073757"
"Fort Leonard Wood","Missouri","1840073756"
"Womelsdorf","West Virginia","1840073754"
"Port Tobacco Village","Maryland","1840073753"
"Camden-on-Gauley","West Virginia","1840073750"
"Bowers","Delaware","1840073749"
"Addison","West Virginia","1840073748"
"Woodside East","Delaware","1840073744"
"Wilson-Conococheague","Maryland","1840073739"
"Wickerham Manor-Fisher","Pennsylvania","1840073738"
"Whittingham","New Jersey","1840073737"
"Weissport East","Pennsylvania","1840073731"
"Village Green-Green Ridge","Pennsylvania","1840073727"
"Lynnwood-Pricedale","Pennsylvania","1840073707"
"Leith-Hatfield","Pennsylvania","1840073703"
"Lebanon South","Pennsylvania","1840073702"
"Jefferson Valley-Yorktown","New York","1840073699"
"Jamestown West","New York","1840073698"
"Horseheads North","New York","1840073692"
"Homeacre-Lyndora","Pennsylvania","1840073691"
"Holiday City-Berkeley","New Jersey","1840073689"
"Holiday City South","New Jersey","1840073688"
"Greenport West","New York","1840073684"
"Glens Falls North","New York","1840073682"
"Friendship Heights Village","Maryland","1840073677"
"Fountainhead-Orchard Hills","Maryland","1840073674"
"Leisure World","Maryland","1840073671"
"Rising Sun-Lebanon","Delaware","1840073664"
"Remsenburg-Speonk","New York","1840073662"
"Quantico Base","Virginia","1840073661"
"Pymatuning South","Pennsylvania","1840073660"
"Pymatuning North","Pennsylvania","1840073659"
"Preston-Potter Hollow","New York","1840073658"
"Plattsburgh West","New York","1840073655"
"Paramount-Long Meadow","Maryland","1840073650"
"Northwest Ithaca","New York","1840073644"
"Northeast Ithaca","New York","1840073642"
"North Ballston Spa","New York","1840073640"
"Naval Academy","Maryland","1840073633"
"Mount Gay-Shamrock","West Virginia","1840073632"
"McGuire AFB","New Jersey","1840073621"
"Dover Base Housing","Delaware","1840073616"
"Conneaut Lakeshore","Pennsylvania","1840073612"
"Claverack-Red Mills","New York","1840073610"
"Carnot-Moon","Pennsylvania","1840073606"
"Brittany Farms-The Highlands","Pennsylvania","1840073600"
"Bensville","Maryland","1840073595"
"Bel Air South","Maryland","1840073592"
"Bel Air North","Maryland","1840073591"
"Ashton-Sandy Spring","Maryland","1840073588"
"Andrews AFB","Maryland","1840073587"
"Aberdeen Proving Ground","Maryland","1840073583"
"Fort Ritchie","Maryland","1840073582"
"Fort Meade","Maryland","1840073581"
"Fort Lee","Virginia","1840073580"
"Fort Drum","New York","1840073579"
"Fort Belvoir","Virginia","1840073578"
"Fairview-Ferndale","Pennsylvania","1840073577"
"Chester Center","Connecticut","1840073563"
"Cheshire Village","Connecticut","1840073562"
"Branford Center","Connecticut","1840073557"
"Bethlehem Village","Connecticut","1840073556"
"Ocean Bluff-Brant Rock","Massachusetts","1840073527"
"Norton Center","Massachusetts","1840073525"
"Northwest Harwich","Massachusetts","1840073524"
"Monson Center","Massachusetts","1840073517"
"Millis-Clicquot","Massachusetts","1840073515"
"Middleborough Center","Massachusetts","1840073513"
"Mattapoisett Center","Massachusetts","1840073510"
"Marion Center","Massachusetts","1840073508"
"Mansfield Center","Massachusetts","1840073506"
"Newport East","Rhode Island","1840073469"
"Tilton Northfield","New Hampshire","1840073462"
"Harwich Center","Massachusetts","1840073418"
"Acushnet Center","Massachusetts","1840073388"
"Westbrook Center","Connecticut","1840073313"
"Wallingford Center","Connecticut","1840073312"
"Plainfield Village","Connecticut","1840073306"
"Oxoboxo River","Connecticut","1840073305"
"Old Saybrook Center","Connecticut","1840073303"
"Northwest Harwinton","Connecticut","1840073302"
"New Hartford Center","Connecticut","1840073298"
"Madison Center","Connecticut","1840073297"
"Guilford Center","Connecticut","1840073296"
"Essex Village","Connecticut","1840073295"
"Deep River Center","Connecticut","1840073290"
"Conning Towers Nautilus Park","Connecticut","1840073288"
"Encantada-Ranchito-El Calaboz","Texas","1840073286"
"Taft Southwest","Texas","1840073285"
"Circle D-KC Estates","Texas","1840073284"
"Bath","West Virginia","1840073280"
"West Vero Corridor","Florida","1840073271"
"Richmond West","Florida","1840073270"
"Egypt Lake-Leto","Florida","1840073269"
"Rosita","Texas","1840073268"
"Chula Vista","Texas","1840073267"
"Radar Base","Texas","1840073266"
"Palmview South","Texas","1840073265"
"Midway South","Texas","1840073264"
"Homestead Meadows South","Texas","1840073263"
"Highfield-Cascade","Maryland","1840073261"
"Credit River","Minnesota","1840071665"
"Pickwick","Minnesota","1840071505"
"Marion","Minnesota","1840071473"
"High Forest","Minnesota","1840071441"
"Essig","Minnesota","1840071402"
"Skanee","Michigan","1840071273"
"Shaftsburg","Michigan","1840071249"
"Scotts","Michigan","1840071241"
"Riverdale","Michigan","1840071203"
"Pittsford","Michigan","1840071158"
"Palo","Michigan","1840071120"
"Nunica","Michigan","1840071081"
"Millburg","Michigan","1840071026"
"Mears","Michigan","1840071012"
"Mass City","Michigan","1840070999"
"Lamont","Michigan","1840070937"
"Hartland","Michigan","1840070839"
"Eureka","Michigan","1840070730"
"Elm Hall","Michigan","1840070718"
"Dorr","Michigan","1840070686"
"Dodgeville","Michigan","1840070682"
"Crystal","Michigan","1840070648"
"Cannonsburg","Michigan","1840070585"
"Cambria","Michigan","1840070575"
"Atlantic Mine","Michigan","1840070467"
"West Warren","Massachusetts","1840068962"
"Lenox Dale","Massachusetts","1840068636"
"Maryland Park","Maryland","1840068490"
"Crumpton","Maryland","1840068428"
"Chesapeake Landing","Maryland","1840068339"
"Callaway","Maryland","1840068267"
"Graceham","Maryland","1840067317"
"Burnt Mills","Maryland","1840067004"
"Lisbon","Maryland","1840066628"
"Lewistown","Maryland","1840066625"
"Northeast Harbor","Maine","1840065207"
"North Anson","Maine","1840065144"
"Trout","Louisiana","1840064041"
"Rio","Louisiana","1840063972"
"Midland","Louisiana","1840063877"
"Good Pine","Louisiana","1840063726"
"Darrow","Louisiana","1840063655"
"Thruston","Kentucky","1840062416"
"Yelvington","Kentucky","1840060723"
"Sorgho","Kentucky","1840060588"
"Saint Joseph","Kentucky","1840060551"
"Pleasant Ridge","Kentucky","1840060477"
"Moseleyville","Kentucky","1840060391"
"Knottsville","Kentucky","1840060308"
"West Carrollton","Ohio","1840059955"
"Eastshore","Kansas","1840059721"
"Somerset","Kansas","1840059364"
"Pilsen","Kansas","1840059136"
"Newbury","Kansas","1840059048"
"Zeandale","Kansas","1840059031"
"Croweburg","Kansas","1840058836"
"Ringo","Kansas","1840058833"
"Greenwich","Kansas","1840058693"
"Ames","Kansas","1840058586"
"Bremen","Kansas","1840058478"
"Stuttgart","Kansas","1840058334"
"Monument","Kansas","1840058244"
"New Salem","Kansas","1840058054"
"Radley","Kansas","1840058035"
"Hallowell","Kansas","1840058005"
"Crestline","Kansas","1840057991"
"Sperry","Iowa","1840057540"
"Sandusky","Iowa","1840057525"
"Plainview","Iowa","1840057503"
"Mooar","Iowa","1840057452"
"Montpelier","Iowa","1840057451"
"Lowell","Iowa","1840057430"
"Kingston","Iowa","1840057409"
"Big Rock","Iowa","1840057270"
"Augusta","Iowa","1840057254"
"Argo","Iowa","1840057252"
"Wyatt","Indiana","1840056237"
"Gilmer Park","Indiana","1840056224"
"Chain-O-Lakes","Indiana","1840056221"
"Ardmore","Indiana","1840056220"
"Taswell","Indiana","1840056175"
"Prospect","Indiana","1840056155"
"Judah","Indiana","1840056127"
"Eckerty","Indiana","1840056107"
"East Oolitic","Indiana","1840056106"
"Williamsburg","Indiana","1840056044"
"Tippecanoe","Indiana","1840056040"
"Stone Bluff","Indiana","1840056039"
"Rob Roy","Indiana","1840056032"
"Paxton","Indiana","1840056020"
"North Grove","Indiana","1840056017"
"Mariah Hill","Indiana","1840056012"
"Liberty Center","Indiana","1840056008"
"Hillisburg","Indiana","1840056003"
"Grantsburg","Indiana","1840055999"
"Fishersburg","Indiana","1840055997"
"Centerton","Indiana","1840055986"
"Cartersburg","Indiana","1840055983"
"Boone Grove","Indiana","1840055979"
"Prairie Creek","Indiana","1840055959"
"Duneland Beach","Indiana","1840055952"
"Windsor","Indiana","1840055905"
"Willow Branch","Indiana","1840055900"
"West Middleton","Indiana","1840055871"
"Waynesville","Indiana","1840055855"
"Wawaka","Indiana","1840055849"
"Waverly","Indiana","1840055847"
"Warrington","Indiana","1840055840"
"Walesboro","Indiana","1840055831"
"Vistula","Indiana","1840055817"
"Vicksburg","Indiana","1840055809"
"Velpen","Indiana","1840055805"
"Union Mills","Indiana","1840055787"
"Twelve Mile","Indiana","1840055783"
"Tunnelton","Indiana","1840055779"
"Thayer","Indiana","1840055753"
"Templeton","Indiana","1840055749"
"Teegarden","Indiana","1840055746"
"Talma","Indiana","1840055740"
"Tab","Indiana","1840055737"
"Sumava Resorts","Indiana","1840055711"
"Stewartsville","Indiana","1840055690"
"Stendal","Indiana","1840055685"
"Stanford","Indiana","1840055677"
"Spartanburg","Indiana","1840055661"
"South Milford","Indiana","1840055647"
"South Center","Indiana","1840055643"
"Solsberry","Indiana","1840055641"
"Scott","Indiana","1840055588"
"Scircleville","Indiana","1840055586"
"Schnellville","Indiana","1840055585"
"Sandusky","Indiana","1840055575"
"Saline City","Indiana","1840055568"
"Saint Wendel","Indiana","1840055564"
"Saint Omer","Indiana","1840055563"
"Saint Anthony","Indiana","1840055554"
"Royerton","Indiana","1840055543"
"Romney","Indiana","1840055532"
"Riverwood","Indiana","1840055514"
"Reo","Indiana","1840055489"
"Reddington","Indiana","1840055482"
"Raub","Indiana","1840055474"
"Ramsey","Indiana","1840055469"
"Rainsville","Indiana","1840055466"
"Pulaski","Indiana","1840055453"
"Preble","Indiana","1840055445"
"Prairieton","Indiana","1840055442"
"Poland","Indiana","1840055430"
"Pleasantville","Indiana","1840055422"
"Pleasant View Village","Indiana","1840055421"
"Pleasant Mills","Indiana","1840055419"
"Pittsburg","Indiana","1840055410"
"Pierceville","Indiana","1840055401"
"Philadelphia","Indiana","1840055396"
"Petroleum","Indiana","1840055392"
"Petersville","Indiana","1840055391"
"Perkinsville","Indiana","1840055385"
"Peppertown","Indiana","1840055382"
"Penntown","Indiana","1840055374"
"Pence","Indiana","1840055372"
"Oswego","Indiana","1840055348"
"Ora","Indiana","1840055339"
"Ontario","Indiana","1840055338"
"Oakville","Indiana","1840055314"
"Newtonville","Indiana","1840055281"
"Newbern","Indiana","1840055278"
"New Marion","Indiana","1840055267"
"New London","Indiana","1840055266"
"New Lebanon","Indiana","1840055263"
"Needham","Indiana","1840055241"
"Morris","Indiana","1840055209"
"Mongo","Indiana","1840055197"
"Millville","Indiana","1840055187"
"Miami","Indiana","1840055163"
"Martinsburg","Indiana","1840055134"
"Marietta","Indiana","1840055125"
"Maples","Indiana","1840055119"
"Mace","Indiana","1840055104"
"Lyford","Indiana","1840055101"
"Lucerne","Indiana","1840055095"
"London","Indiana","1840055083"
"Linnsburg","Indiana","1840055066"
"Linn Grove","Indiana","1840055065"
"Lincoln","Indiana","1840055062"
"Liberty Mills","Indiana","1840055059"
"Leiters Ford","Indiana","1840055045"
"Lawrenceport","Indiana","1840055038"
"Lamb","Indiana","1840055028"
"Lake Eliza","Indiana","1840055014"
"Lake Cicott","Indiana","1840055013"
"Kramer","Indiana","1840055007"
"Keystone","Indiana","1840054980"
"Johnson","Indiana","1840054962"
"Jerome","Indiana","1840054959"
"Ireland","Indiana","1840054946"
"Independence","Indiana","1840054938"
"Hortonville","Indiana","1840054919"
"Homer","Indiana","1840054908"
"Hobbs","Indiana","1840054902"
"Hessen Cassel","Indiana","1840054875"
"Hemlock","Indiana","1840054869"
"Helmsburg","Indiana","1840054867"
"Helmer","Indiana","1840054866"
"Hedrick","Indiana","1840054864"
"Haysville","Indiana","1840054858"
"Hashtown","Indiana","1840054854"
"Gwynneville","Indiana","1840054828"
"Groveland","Indiana","1840054823"
"Green Hill","Indiana","1840054807"
"Grayford","Indiana","1840054806"
"Grandview Lake","Indiana","1840054797"
"Grammer","Indiana","1840054796"
"Goldsmith","Indiana","1840054787"
"Glezen","Indiana","1840054782"
"Fountaintown","Indiana","1840054736"
"Forest","Indiana","1840054725"
"Folsomville","Indiana","1840054721"
"Floyds Knobs","Indiana","1840054719"
"Everton","Indiana","1840054668"
"Eugene","Indiana","1840054663"
"Enchanted Hills","Indiana","1840054654"
"Elrod","Indiana","1840054650"
"Donaldson","Indiana","1840054585"
"Delaware","Indiana","1840054567"
"Cutler","Indiana","1840054550"
"Craigville","Indiana","1840054526"
"Cowan","Indiana","1840054523"
"Cortland","Indiana","1840054516"
"Commiskey","Indiana","1840054501"
"Coesse","Indiana","1840054486"
"Cloverland","Indiana","1840054480"
"Chili","Indiana","1840054465"
"Centenary","Indiana","1840054444"
"Cates","Indiana","1840054438"
"Cassville","Indiana","1840054437"
"Cass","Indiana","1840054436"
"Canton","Indiana","1840054425"
"Buckskin","Indiana","1840054393"
"Lake Bruce","Indiana","1840054385"
"Brownsville","Indiana","1840054383"
"Browns Crossing","Indiana","1840054381"
"Bringhurst","Indiana","1840054371"
"Brimfield","Indiana","1840054370"
"Bretzville","Indiana","1840054362"
"Boxley","Indiana","1840054350"
"Bowling Green","Indiana","1840054347"
"Boggstown","Indiana","1840054336"
"Blue Ridge","Indiana","1840054330"
"Blooming Grove","Indiana","1840054327"
"Blairsville","Indiana","1840054323"
"Billtown","Indiana","1840054313"
"Bethel Village","Indiana","1840054306"
"Benton","Indiana","1840054299"
"Belleville","Indiana","1840054291"
"Beaver Dam","Indiana","1840054278"
"Barbee","Indiana","1840054260"
"Arthur","Indiana","1840054228"
"Anoka","Indiana","1840054211"
"Alford","Indiana","1840054196"
"Abington","Indiana","1840054181"
"Edgington","Illinois","1840052787"
"Unity","Illinois","1840052745"
"West Liberty","Illinois","1840051744"
"Trivoli","Illinois","1840051696"
"Trilla","Illinois","1840051695"
"Taylor Ridge","Illinois","1840051682"
"Swedona","Illinois","1840051677"
"Solon Mills","Illinois","1840051647"
"Smithville","Illinois","1840051643"
"Shirley","Illinois","1840051634"
"Serena","Illinois","1840051620"
"Ritchie","Illinois","1840051584"
"Riggston","Illinois","1840051582"
"Richfield","Illinois","1840051578"
"Preemption","Illinois","1840051554"
"Prairietown","Illinois","1840051552"
"Paloma","Illinois","1840051516"
"Oxville","Illinois","1840051510"
"Osco","Illinois","1840051506"
"Niota","Illinois","1840051476"
"Nekoma","Illinois","1840051459"
"Nachusa","Illinois","1840051457"
"Moro","Illinois","1840051445"
"Millersburg","Illinois","1840051429"
"Meyer","Illinois","1840051420"
"Merritt","Illinois","1840051419"
"Marcelline","Illinois","1840051401"
"Lynn Center","Illinois","1840051395"
"Lorenzo","Illinois","1840051390"
"Lane","Illinois","1840051359"
"Lake City","Illinois","1840051356"
"Janesville","Illinois","1840051330"
"Holcomb","Illinois","1840051305"
"Harmony","Illinois","1840051280"
"Harding","Illinois","1840051278"
"Hamlet","Illinois","1840051276"
"Galt","Illinois","1840051235"
"Franklinville","Illinois","1840051227"
"Fowler","Illinois","1840051223"
"Elwin","Illinois","1840051183"
"Eliza","Illinois","1840051175"
"East Lynn","Illinois","1840051162"
"Dewey","Illinois","1840051140"
"Coral","Illinois","1840051117"
"Carman","Illinois","1840051075"
"Cable","Illinois","1840051067"
"Burton","Illinois","1840051064"
"Barstow","Illinois","1840051001"
"Argyle","Illinois","1840050988"
"Andres","Illinois","1840050984"
"Alexander","Illinois","1840050977"
"Alden","Illinois","1840050975"
"Adams","Illinois","1840050973"
"Viola","Idaho","1840050925"
"Silverton","Idaho","1840050890"
"Laclede","Idaho","1840050618"
"Crescent","Georgia","1840049900"
"Bristol","Georgia","1840049857"
"Box Springs","Georgia","1840049851"
"Piney Grove","Georgia","1840049788"
"New England","Georgia","1840049757"
"Wildwood","Georgia","1840049707"
"West Brow","Georgia","1840049691"
"Milstead","Georgia","1840049246"
"Ellerslie","Georgia","1840048894"
"Waynesville","Georgia","1840048121"
"Glenn","Georgia","1840048045"
"Fairplay","Georgia","1840048039"
"Marion Oaks","Florida","1840047949"
"Vero Lake Estates","Florida","1840047939"
"Ocklawaha","Florida","1840047928"
"Palm Springs North","Florida","1840047821"
"Pinecraft","Florida","1840047792"
"Indian Lake Estates","Florida","1840047779"
"Silver Springs","Florida","1840047018"
"Glennville","California","1840046508"
"Foresta","California","1840046409"
"Woody","California","1840046353"
"Whitmore","California","1840045946"
"Rumsey","California","1840045922"
"La Grange","California","1840045883"
"Dales","California","1840045855"
"Port Penn","Delaware","1840045176"
"Lincoln","Delaware","1840045150"
"Tokeneke","Connecticut","1840044943"
"Ridgebury","Connecticut","1840044928"
"Oronoque","Connecticut","1840044909"
"Murray","Connecticut","1840044893"
"West Cornwall","Connecticut","1840044780"
"South Wilton","Connecticut","1840044741"
"Saugatuck","Connecticut","1840044713"
"Sandy Hook","Connecticut","1840044711"
"Rock Ridge","Connecticut","1840044699"
"Riverton","Connecticut","1840044697"
"Pleasant Valley","Connecticut","1840044667"
"Plattsville","Connecticut","1840044666"
"Northford","Connecticut","1840044642"
"Noroton Heights","Connecticut","1840044627"
"Noroton","Connecticut","1840044626"
"Mechanicsville","Connecticut","1840044601"
"Lordship","Connecticut","1840044589"
"Knollcrest","Connecticut","1840044573"
"Hawleyville","Connecticut","1840044550"
"Gaylordsville","Connecticut","1840044523"
"East Village","Connecticut","1840044496"
"Dodgingtown","Connecticut","1840044480"
"Dayville","Connecticut","1840044479"
"Cornwall Bridge","Connecticut","1840044474"
"Compo","Connecticut","1840044471"
"Candlewood Shores","Connecticut","1840044452"
"Candlewood Orchards","Connecticut","1840044450"
"Candlewood Lake Club","Connecticut","1840044449"
"Candlewood Knolls","Connecticut","1840044448"
"Brookfield Center","Connecticut","1840044440"
"Botsford","Connecticut","1840044436"
"Park Center","Colorado","1840044143"
"Brook Forest","Colorado","1840043851"
"Blue Valley","Colorado","1840043842"
"McRae-Helena","Georgia","1840043457"
"Macon","Georgia","1840043455"
"Fontana Dam","North Carolina","1840043448"
"James Island","South Carolina","1840043446"
"Hanscom AFB","Massachusetts","1840043425"
"Providence Village","Texas","1840043421"
"Jurupa Valley","California","1840043419"
"El Cerro Mission","New Mexico","1840043409"
"Barclay","New Jersey","1840043406"
"Greens Landing","Pennsylvania","1840043404"
"Randolph AFB","Texas","1840043403"
"St. Vincent College","Pennsylvania","1840043397"
"Arcadia University","Pennsylvania","1840043391"
"DeSales University","Pennsylvania","1840043383"
"Penn State Erie","Pennsylvania","1840043382"
"Hanover","Alabama","1840043375"
"Haverford College","Pennsylvania","1840043365"
"Shippensburg University","Pennsylvania","1840043364"
"Messiah College","Pennsylvania","1840043363"
"Lincoln University","Pennsylvania","1840043361"
"Cheyney University","Pennsylvania","1840043360"
"University of Pittsburgh Johnstown","Pennsylvania","1840043349"
"Slippery Rock University","Pennsylvania","1840043348"
"Tharptown","Pennsylvania","1840043346"
"Pocono Woodland Lakes","Pennsylvania","1840043344"
"New Schaefferstown","Pennsylvania","1840043343"
"Kutztown University","Pennsylvania","1840043333"
"Mashantucket","Connecticut","1840043322"
"Pheasant Run","Ohio","1840043288"
"Eakles Mill","Maryland","1840043284"
"SUNY Oswego","New York","1840043282"
"Pine Grove","Washington","1840043279"
"Curlew Lake","Washington","1840043278"
"County Center","Virginia","1840043275"
"University at Buffalo","New York","1840043236"
"Binghamton University","New York","1840043235"
"Wilton Center","Connecticut","1840043233"
"Lake Holiday","Virginia","1840043223"
"Lake Caroline","Virginia","1840043222"
"Lake Land'Or","Virginia","1840043221"
"Lake Wilderness","Virginia","1840043215"
"North Hobbs","New Mexico","1840043200"
"Dahlgren Center","Virginia","1840043194"
"Bethel Manor","Virginia","1840043173"
"Washoe Valley","Nevada","1840043162"
"Southampton Meadows","Virginia","1840043157"
"Salt Creek Commons","Indiana","1840043144"
"Suissevale","New Hampshire","1840043121"
"Maytown","Kentucky","1840043109"
"Farley","Kentucky","1840043099"
"Pea Ridge","Florida","1840043095"
"Garcon Point","Florida","1840043092"
"Avalon","Florida","1840043091"
"Scotch Meadows","North Carolina","1840043083"
"Deercroft","North Carolina","1840043056"
"Homestead Valley","California","1840043055"
"South Monrovia Island","California","1840043043"
"Temescal Valley","California","1840043023"
"Desert Palms","California","1840043016"
"Conchas Dam","New Mexico","1840043001"
"Lake Waynoka","Ohio","1840043000"
"Lake Tomahawk","Ohio","1840042997"
"Lake Lorelei","Ohio","1840042995"
"Lake Buckhorn","Ohio","1840042992"
"Holiday Lakes","Ohio","1840042971"
"Cinnamon Lake","Ohio","1840042970"
"Candlewood Lake","Ohio","1840042965"
"Fort Mohave","Arizona","1840042961"
"Lake of the Woods","Virginia","1840042948"
"West Roy Lake","Minnesota","1840042945"
"Midway","Minnesota","1840042944"
"University of California-Davis","California","1840042938"
"Rouse","California","1840042936"
"Parklawn","California","1840042934"
"Monterey Park Tract","California","1840042933"
"Lake California","California","1840042932"
"Grizzly Flats","California","1840042931"
"Cowan","California","1840042928"
"Jackson Heights","North Carolina","1840042919"
"Windsor","Florida","1840042918"
"Westgate","Florida","1840042909"
"Watergate","Florida","1840042907"
"Spring Ridge","Florida","1840042894"
"San Castle","Florida","1840042878"
"Pine Air","Florida","1840042877"
"Patrick AFB","Florida","1840042859"
"Lake Mystic","Florida","1840042858"
"Kenwood Estates","Florida","1840042856"
"Cabana Colony","Florida","1840042855"
"Acacia Villas","Florida","1840042854"
"Silver Lake","New Jersey","1840042853"
"West Goshen","California","1840042852"
"Lake Don Pedro","California","1840042847"
"Nixburg","Alabama","1840042839"
"Kalaeloa","Hawaii","1840042830"
"Innsbrook","Virginia","1840042829"
"Robinson Mill","California","1840042828"
"Rackerby","California","1840042826"
"Kelly Ridge","California","1840042820"
"Butte Valley","California","1840042817"
"Butte Creek Canyon","California","1840042807"
"Wet Camp Village","Arizona","1840042806"
"Upper Santan Village","Arizona","1840042802"
"Sweet Water Village","Arizona","1840042801"
"Stotonic Village","Arizona","1840042796"
"Sacaton Flats Village","Arizona","1840042786"
"Sacate Village","Arizona","1840042772"
"Maricopa Colony","Arizona","1840042770"
"Lower Santan Village","Arizona","1840042769"
"Goodyear Village","Arizona","1840042768"
"Potlicker Flats","Pennsylvania","1840042767"
"Jeffers Gardens","Oregon","1840042766"
"Stony Brook University","New York","1840042758"
"Leisure Lake","Missouri","1840042745"
"Lake Viking","Missouri","1840042726"
"Grayhawk","Missouri","1840042719"
"Blanchard","Missouri","1840042715"
"Lake Santee","Indiana","1840042714"
"Woodland Park","Nebraska","1840042699"
"Lakeview","Nebraska","1840042682"
"Glenwood","Nebraska","1840042680"
"Westwood Shores","Texas","1840042658"
"Tierra Verde","Texas","1840042640"
"Thunderbird Bay","Texas","1840042639"
"Shadybrook","Texas","1840042635"
"Pine Harbor","Texas","1840042627"
"Los Angeles","Texas","1840042609"
"Lake Meredith Estates","Texas","1840042606"
"Lake Medina Shores","Texas","1840042595"
"Lake Colorado City","Texas","1840042593"
"Lake Cherokee","Texas","1840042592"
"Horseshoe Bend","Texas","1840042591"
"Holly Lake Ranch","Texas","1840042590"
"Fabrica","Texas","1840042587"
"Emerald Bay","Texas","1840042575"
"China Spring","Texas","1840042564"
"Cedar Point","Texas","1840042533"
"Canyon Creek","Texas","1840042522"
"Callender Lake","Texas","1840042520"
"Big Thicket Lake Estates","Texas","1840042516"
"Robinhood","Mississippi","1840042511"
"Mississippi Valley State University","Mississippi","1840042510"
"Mississippi State","Mississippi","1840042497"
"Bridgetown","Mississippi","1840042496"
"Alcorn State University","Mississippi","1840042492"
"Lily Lake","Wisconsin","1840042477"
"Lauderdale Lakes","Wisconsin","1840042476"
"Lake Sherwood","Wisconsin","1840042467"
"Lake Lorraine","Wisconsin","1840042466"
"Lake Ivanhoe","Wisconsin","1840042465"
"Lake Camelot","Wisconsin","1840042464"
"Lake Arrowhead","Wisconsin","1840042463"
"Rocky Boy West","Montana","1840042461"
"South Acomita Village","New Mexico","1840042456"
"McCartys Village","New Mexico","1840042455"
"Anzac Village","New Mexico","1840042447"
"Jupiter Farms","Florida","1840042432"
"Robie Creek","Idaho","1840042429"
"Hidden Springs","Idaho","1840042421"
"Taylor Creek","Ohio","1840042385"
"Delshire","Ohio","1840042360"
"Concorde Hills","Ohio","1840042327"
"Coldstream","Ohio","1840042321"
"Sun Valley Lake","Iowa","1840042316"
"Tooleville","California","1840042315"
"Teviston","California","1840042314"
"Sequoia Crest","California","1840042311"
"Santa Rosa Valley","California","1840042299"
"Rodriguez Camp","California","1840042291"
"Pierpoint","California","1840042288"
"Patterson Tract","California","1840042286"
"Matheny","California","1840042276"
"McClenney Tract","California","1840042264"
"Linnell Camp","California","1840042261"
"Lake Sherwood","California","1840042247"
"Kennedy Meadows","California","1840042238"
"El Rancho","California","1840042236"
"East Tulare Villa","California","1840042218"
"Bell Canyon","California","1840042214"
"Lake Tekakwitha","Missouri","1840042209"
"Peaceful Village","Missouri","1840042195"
"New Odanah","Wisconsin","1840042189"
"Franks Field","Wisconsin","1840042159"
"Diaperville","Wisconsin","1840042155"
"Birch Hill","Wisconsin","1840042154"
"Wilderness Rim","Washington","1840042145"
"Upper Elochoman","Washington","1840042136"
"Twin Lakes","Washington","1840042118"
"Sunday Lake","Washington","1840042107"
"Summit View","Washington","1840042106"
"Stansberry Lake","Washington","1840042090"
"South Creek","Washington","1840042075"
"Skamokawa Valley","Washington","1840042053"
"Shadow Lake","Washington","1840042051"
"Santiago","Washington","1840042040"
"Raft Island","Washington","1840042039"
"Qui-nai-elt Village","Washington","1840042034"
"Puget Island","Washington","1840042033"
"Prairie Heights","Washington","1840042027"
"Port Gamble Tribal Community","Washington","1840042014"
"Northwest Stanwood","Washington","1840042009"
"North Fort Lewis","Washington","1840042007"
"Monroe North","Washington","1840042006"
"Mill Creek East","Washington","1840041996"
"Lower Elochoman","Washington","1840041981"
"Larch Way","Washington","1840041976"
"Lake Tapps","Washington","1840041971"
"Lake Holm","Washington","1840041966"
"Lake Cassidy","Washington","1840041959"
"Kayak Point","Washington","1840041938"
"High Bridge","Washington","1840041937"
"Herron Island","Washington","1840041931"
"Hat Island","Washington","1840041926"
"Crocker","Washington","1840041924"
"Clover Creek","Washington","1840041920"
"Chain Lake","Washington","1840041915"
"Cavalero","Washington","1840041913"
"Bunk Foss","Washington","1840041912"
"Bothell West","Washington","1840041906"
"Bothell East","Washington","1840041892"
"Anderson Island","Washington","1840041888"
"Thynedale","Virginia","1840041878"
"Stone Ridge","Virginia","1840041868"
"Stafford Courthouse","Virginia","1840041867"
"Southside Chesconessex","Virginia","1840041865"
"South Run","Virginia","1840041864"
"Southern Gateway","Virginia","1840041862"
"Rockwood","Virginia","1840041858"
"Rivanna","Virginia","1840041853"
"Piney Mountain","Virginia","1840041851"
"Newington Forest","Virginia","1840041848"
"Mason Neck","Virginia","1840041817"
"McNair","Virginia","1840041794"
"Loudoun Valley Estates","Virginia","1840041775"
"Long Branch","Virginia","1840041774"
"Lansdowne","Virginia","1840041773"
"Kingstowne","Virginia","1840041770"
"Kings Park West","Virginia","1840041769"
"George Mason","Virginia","1840041768"
"Franklin Farm","Virginia","1840041752"
"Fair Lakes","Virginia","1840041732"
"Crosspointe","Virginia","1840041713"
"Cascades","Virginia","1840041712"
"Camptown","Virginia","1840041693"
"Burke Centre","Virginia","1840041683"
"Buckingham Courthouse","Virginia","1840041682"
"Belview","Virginia","1840041677"
"West Wood","Utah","1840041676"
"Silver Summit","Utah","1840041658"
"Flaming Gorge","Utah","1840041657"
"Emigration Canyon","Utah","1840041631"
"Zarate","Texas","1840041619"
"Villarreal","Texas","1840041618"
"Remlap","Alabama","1840041606"
